Timestamp;ProbandenID;TrialCounter;Trial;CircleCounter;DisplayedCircleNr;Notice;PointingErrors;StartPointX;StartPointY;StartPointZ;EndPointX;EndPointY;EndPointZ;SelectPointX;SelectPointY;SelectpointZ;NormalizedSelectionPointX;NormalizedSelectionPointY;NormalizedSelectionPointZ;DX;AE;PredictionModel;BigCircleRadius;SmallCircleRadius;TrialTime;TrialErrors;TrialDx;TrialAE
1580736995190;9;0;3;0;0;displayPause;0;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0;0;12;1,5;0,15;1580736991396;0;;
1580737002238;9;0;3;0;0;startedNewTrial;0;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0;0;12;1,5;0,15;1580736991396;0;;
1580737002240;9;0;3;0;0;displayedCircles;0;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;-2,50000000000000000000;10,20150000000000000000;26,20000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0;0;12;3;0,15;1580736991396;0;;
1580737023830;9;0;3;0;0;goalCirclePressed;20;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;-2,50000000000000000000;10,20150000000000000000;26,20000000000000000000;-2,39178200000000000000;10,19159000000000000000;26,18758000000000000000;0,10821800000000000000;0,00000000000000000000;-0,01242256000000000000;-0,02264602;26,29636;12;3;0,15;1580736991396;20;;
1580737023832;9;0;3;1;8;displayedCircles;0;-2,50000000000000000000;10,20150000000000000000;26,20000000000000000000;-3,12373500000000000000;10,20150000000000000000;20,26556000000000000000;-2,39178200000000000000;10,19159000000000000000;26,18758000000000000000;0,10821800000000000000;0,00000000000000000000;-0,01242256000000000000;-0,02264602;26,29636;12;3;0,15;1580736991396;20;;
1580737027235;9;0;3;1;8;goalCirclePressed;3;-2,50000000000000000000;10,20150000000000000000;26,20000000000000000000;-3,12373500000000000000;10,20150000000000000000;20,26556000000000000000;-3,11490000000000000000;10,12043000000000000000;20,43385000000000000000;0,02634690000000000000;0,00000000000000000000;-0,16644670000000000000;-0,1682888;5,776196;12;3;0,15;1580736991396;23;-0,1682888_;5,776196_
1580737027237;9;0;3;2;1;displayedCircles;0;-3,12373500000000000000;10,20150000000000000000;20,26556000000000000000;-1,27979000000000000000;10,20150000000000000000;25,94064000000000000000;-3,11490000000000000000;10,12043000000000000000;20,43385000000000000000;0,02634690000000000000;0,00000000000000000000;-0,16644670000000000000;-0,1682888;5,776196;12;3;0,15;1580736991396;23;-0,1682888_;5,776196_
1580737030990;9;0;3;2;1;goalCirclePressed;2;-3,12373500000000000000;10,20150000000000000000;20,26556000000000000000;-1,27979000000000000000;10,20150000000000000000;25,94064000000000000000;-1,24859300000000000000;10,20204000000000000000;25,89410000000000000000;0,04742774000000000000;0,00000000000000000000;-0,02982325000000000000;-0,03461722;5,764225;12;3;0,15;1580736991396;25;-0,1682888_-0,03461722_;5,776196_5,764225_
1580737030992;9;0;3;3;9;displayedCircles;0;-1,27979000000000000000;10,20150000000000000000;25,94064000000000000000;-4,26335600000000000000;10,20150000000000000000;20,77295000000000000000;-1,24859300000000000000;10,20204000000000000000;25,89410000000000000000;0,04742774000000000000;0,00000000000000000000;-0,02982325000000000000;-0,03461722;5,764225;12;3;0,15;1580736991396;25;-0,1682888_-0,03461722_;5,776196_5,764225_
1580737033614;9;0;3;3;9;goalCirclePressed;3;-1,27979000000000000000;10,20150000000000000000;25,94064000000000000000;-4,26335600000000000000;10,20150000000000000000;20,77295000000000000000;-4,40989800000000000000;10,19481000000000000000;20,81723000000000000000;0,14458010000000000000;0,00000000000000000000;0,05031397000000000000;0,03492595;5,967441;12;3;0,15;1580736991396;28;-0,1682888_-0,03461722_0,03492595_;5,776196_5,764225_5,967441_
